ID;CoordXInicio;CoordYInicio;CoordZInicio;CoordXFin;CoordYFin;CoordZFin
108;791227,2881;5923577,849;686,7449951;791258,1773;5923555,279;685,0200195
109;791227,2881;5923577,849;686,7449951;791273,3121;5923588,053;681,7869873
110;791227,2881;5923577,849;686,7449951;791270,5386;5923582,049;690,7059937
111;791227,2881;5923577,849;686,7449951;791259,7248;5923560,294;684,2349854
112;791291,56;5923682,09;687,0170288;791327,8522;5923638,004;681,0570068
113;791291,56;5923682,09;687,0170288;791342,7992;5923669,405;688,8029785
114;791291,56;5923682,09;687,0170288;791346,8365;5923681,611;691,9099731
115;791291,56;5923682,09;687,0170288;791342,8921;5923672,858;689,4650269
116;791291,56;5923682,09;687,0170288;791294,6523;5923668,019;693,3189697
117;791291,56;5923682,09;687,0170288;791291,9564;5923676,375;692,9979858
118;791291,56;5923682,09;687,0170288;791296,5866;5923674,237;693,4140015
119;791291,56;5923682,09;687,0170288;791254,7163;5923683,243;691,0499878
120;791291,9564;5923676,375;692,9979858;791342,7992;5923669,405;688,8029785
121;791291,9564;5923676,375;692,9979858;791342,8921;5923672,858;689,4650269
122;791291,9564;5923676,375;692,9979858;791346,8365;5923681,611;691,9099731
123;791291,9564;5923676,375;692,9979858;791327,8491;5923632,578;677,4379883
124;791291,9564;5923676,375;692,9979858;791296,5866;5923674,237;693,4140015
125;791291,9564;5923676,375;692,9979858;791291,56;5923682,09;687,0170288
126;791291,9564;5923676,375;692,9979858;791294,6523;5923668,019;693,3189697
127;791291,9564;5923676,375;692,9979858;791254,7163;5923683,243;691,0499878
128;791296,5866;5923674,237;693,4140015;791342,8921;5923672,858;689,4650269
129;791296,5866;5923674,237;693,4140015;791342,7992;5923669,405;688,8029785
130;791296,5866;5923674,237;693,4140015;791346,8365;5923681,611;691,9099731
131;791296,5866;5923674,237;693,4140015;791310,774;5923608,282;676,7890015
132;791296,5866;5923674,237;693,4140015;791291,9564;5923676,375;692,9979858
133;791296,5866;5923674,237;693,4140015;791291,56;5923682,09;687,0170288
134;791296,5866;5923674,237;693,4140015;791294,6523;5923668,019;693,3189697
135;791296,5866;5923674,237;693,4140015;791254,7163;5923683,243;691,0499878
136;791294,6523;5923668,019;693,3189697;791336,1852;5923646,334;689,2869873
137;791294,6523;5923668,019;693,3189697;791310,774;5923608,282;676,7890015
138;791294,6523;5923668,019;693,3189697;791336,8098;5923647,56;686,5189819
139;791294,6523;5923668,019;693,3189697;791342,6379;5923661,518;684,5209961
140;791294,6523;5923668,019;693,3189697;791291,9564;5923676,375;692,9979858
141;791294,6523;5923668,019;693,3189697;791291,56;5923682,09;687,0170288
142;791294,6523;5923668,019;693,3189697;791296,5866;5923674,237;693,4140015
143;791294,6523;5923668,019;693,3189697;791254,7163;5923683,243;691,0499878
144;791292,8537;5923632,787;694,9530029;791310,774;5923608,282;676,7890015
145;791292,8537;5923632,787;694,9530029;791286,8792;5923617,656;691,4050293
146;791292,8537;5923632,787;694,9530029;791294,6523;5923668,019;693,3189697
147;791292,8537;5923632,787;694,9530029;791336,8098;5923647,56;686,5189819
148;791292,8537;5923632,787;694,9530029;791327,8522;5923638,004;681,0570068
149;791292,8537;5923632,787;694,9530029;791295,2007;5923585,619;675,8770142
150;791292,8537;5923632,787;694,9530029;791296,5866;5923674,237;693,4140015
151;791292,8537;5923632,787;694,9530029;791327,8491;5923632,578;677,4379883
152;791286,8792;5923617,656;691,4050293;791327,8491;5923632,578;677,4379883
153;791286,8792;5923617,656;691,4050293;791292,8537;5923632,787;694,9530029
154;791286,8792;5923617,656;691,4050293;791294,6523;5923668,019;693,3189697
155;791286,8792;5923617,656;691,4050293;791308,7312;5923603,498;675,0780029
156;791286,8792;5923617,656;691,4050293;791295,2007;5923585,619;675,8770142
157;791286,8792;5923617,656;691,4050293;791276,4896;5923604,816;691,0780029
158;791286,8792;5923617,656;691,4050293;791310,774;5923608,282;676,7890015
159;791286,8792;5923617,656;691,4050293;791304,9448;5923597,196;677,2150269
160;791276,4896;5923604,816;691,0780029;791296,4086;5923587,598;670,7930298
161;791276,4896;5923604,816;691,0780029;791308,7312;5923603,498;675,0780029
162;791276,4896;5923604,816;691,0780029;791295,2007;5923585,619;675,8770142
163;791276,4896;5923604,816;691,0780029;791286,8792;5923617,656;691,4050293
164;791276,4896;5923604,816;691,0780029;791304,9448;5923597,196;677,2150269
165;791276,4896;5923604,816;691,0780029;791292,8537;5923632,787;694,9530029
166;791276,4896;5923604,816;691,0780029;791273,3121;5923588,053;681,7869873
167;791276,4896;5923604,816;691,0780029;791294,6523;5923668,019;693,3189697
168;791273,3121;5923588,053;681,7869873;791297,8728;5923588,027;672,7039795
169;791273,3121;5923588,053;681,7869873;791304,9448;5923597,196;677,2150269
170;791273,3121;5923588,053;681,7869873;791300,9336;5923592,16;673,9429932
171;791273,3121;5923588,053;681,7869873;791296,4086;5923587,598;670,7930298
172;791273,3121;5923588,053;681,7869873;791295,2007;5923585,619;675,8770142
173;791273,3121;5923588,053;681,7869873;791286,8792;5923617,656;691,4050293
174;791273,3121;5923588,053;681,7869873;791270,5386;5923582,049;690,7059937
175;791273,3121;5923588,053;681,7869873;791276,4896;5923604,816;691,0780029
176;791270,5386;5923582,049;690,7059937;791259,7248;5923560,294;684,2349854
177;791270,5386;5923582,049;690,7059937;791300,9336;5923592,16;673,9429932
178;791270,5386;5923582,049;690,7059937;791296,4086;5923587,598;670,7930298
179;791270,5386;5923582,049;690,7059937;791297,8728;5923588,027;672,7039795
180;791270,5386;5923582,049;690,7059937;791295,2007;5923585,619;675,8770142
181;791270,5386;5923582,049;690,7059937;791286,8792;5923617,656;691,4050293
182;791270,5386;5923582,049;690,7059937;791273,3121;5923588,053;681,7869873
183;791270,5386;5923582,049;690,7059937;791276,4896;5923604,816;691,0780029
184;791259,7248;5923560,294;684,2349854;791244,2296;5923615,85;685,7160034
185;791259,7248;5923560,294;684,2349854;791295,2007;5923585,619;675,8770142
186;791259,7248;5923560,294;684,2349854;791229,5679;5923584,887;685,572998
187;791259,7248;5923560,294;684,2349854;791296,4086;5923587,598;670,7930298
188;791259,7248;5923560,294;684,2349854;791258,1773;5923555,279;685,0200195
189;791259,7248;5923560,294;684,2349854;791276,4896;5923604,816;691,0780029
190;791259,7248;5923560,294;684,2349854;791270,5386;5923582,049;690,7059937
191;791259,7248;5923560,294;684,2349854;791273,3121;5923588,053;681,7869873
192;791258,1773;5923555,279;685,0200195;791244,2296;5923615,85;685,7160034
193;791258,1773;5923555,279;685,0200195;791296,4086;5923587,598;670,7930298
194;791258,1773;5923555,279;685,0200195;791229,5679;5923584,887;685,572998
195;791258,1773;5923555,279;685,0200195;791295,2007;5923585,619;675,8770142
196;791258,1773;5923555,279;685,0200195;791259,7248;5923560,294;684,2349854
197;791258,1773;5923555,279;685,0200195;791276,4896;5923604,816;691,0780029
198;791258,1773;5923555,279;685,0200195;791270,5386;5923582,049;690,7059937
199;791258,1773;5923555,279;685,0200195;791273,3121;5923588,053;681,7869873
200;791253,6776;5923552,501;682,8530273;791244,2296;5923615,85;685,7160034
201;791253,6776;5923552,501;682,8530273;791258,1773;5923555,279;685,0200195
202;791253,6776;5923552,501;682,8530273;791229,5679;5923584,887;685,572998
203;791253,6776;5923552,501;682,8530273;791259,7248;5923560,294;684,2349854
204;791253,6776;5923552,501;682,8530273;791295,2007;5923585,619;675,8770142
205;791253,6776;5923552,501;682,8530273;791276,4896;5923604,816;691,0780029
206;791253,6776;5923552,501;682,8530273;791273,3121;5923588,053;681,7869873
207;791253,6776;5923552,501;682,8530273;791270,5386;5923582,049;690,7059937
208;791346,8365;5923681,611;691,9099731;791342,8921;5923672,858;689,4650269
209;791346,8365;5923681,611;691,9099731;791342,7992;5923669,405;688,8029785
210;791346,8365;5923681,611;691,9099731;791336,1852;5923646,334;689,2869873
211;791346,8365;5923681,611;691,9099731;791295,2007;5923585,619;675,8770142
212;791346,8365;5923681,611;691,9099731;791401,866;5923683,266;691,0739746
213;791346,8365;5923681,611;691,9099731;791394,3205;5923675,363;689,8670044
214;791346,8365;5923681,611;691,9099731;791342,6379;5923661,518;684,5209961
215;791346,8365;5923681,611;691,9099731;791341,473;5923663,44;684,3029785
216;791342,8921;5923672,858;689,4650269;791342,7992;5923669,405;688,8029785
217;791342,8921;5923672,858;689,4650269;791346,8365;5923681,611;691,9099731
218;791342,8921;5923672,858;689,4650269;791336,1852;5923646,334;689,2869873
219;791342,8921;5923672,858;689,4650269;791327,8522;5923638,004;681,0570068
220;791342,8921;5923672,858;689,4650269;791394,3205;5923675,363;689,8670044
221;791342,8921;5923672,858;689,4650269;791342,6379;5923661,518;684,5209961
222;791342,8921;5923672,858;689,4650269;791336,8098;5923647,56;686,5189819
223;791342,8921;5923672,858;689,4650269;791341,473;5923663,44;684,3029785
224;791342,7992;5923669,405;688,8029785;791342,6379;5923661,518;684,5209961
225;791342,7992;5923669,405;688,8029785;791342,8921;5923672,858;689,4650269
226;791342,7992;5923669,405;688,8029785;791336,1852;5923646,334;689,2869873
227;791342,7992;5923669,405;688,8029785;791327,8522;5923638,004;681,0570068
228;791342,7992;5923669,405;688,8029785;791394,3205;5923675,363;689,8670044
229;791342,7992;5923669,405;688,8029785;791346,8365;5923681,611;691,9099731
230;791342,7992;5923669,405;688,8029785;791336,8098;5923647,56;686,5189819
231;791342,7992;5923669,405;688,8029785;791341,473;5923663,44;684,3029785
232;791341,473;5923663,44;684,3029785;791342,6379;5923661,518;684,5209961
233;791341,473;5923663,44;684,3029785;791342,8921;5923672,858;689,4650269
234;791341,473;5923663,44;684,3029785;791336,1852;5923646,334;689,2869873
235;791341,473;5923663,44;684,3029785;791327,8522;5923638,004;681,0570068
236;791341,473;5923663,44;684,3029785;791394,3205;5923675,363;689,8670044
237;791341,473;5923663,44;684,3029785;791346,8365;5923681,611;691,9099731
238;791341,473;5923663,44;684,3029785;791336,8098;5923647,56;686,5189819
239;791341,473;5923663,44;684,3029785;791342,7992;5923669,405;688,8029785
240;791342,6379;5923661,518;684,5209961;791341,473;5923663,44;684,3029785
241;791342,6379;5923661,518;684,5209961;791342,8921;5923672,858;689,4650269
242;791342,6379;5923661,518;684,5209961;791336,1852;5923646,334;689,2869873
243;791342,6379;5923661,518;684,5209961;791327,8522;5923638,004;681,0570068
244;791342,6379;5923661,518;684,5209961;791394,3205;5923675,363;689,8670044
245;791342,6379;5923661,518;684,5209961;791346,8365;5923681,611;691,9099731
246;791342,6379;5923661,518;684,5209961;791336,8098;5923647,56;686,5189819
247;791342,6379;5923661,518;684,5209961;791342,7992;5923669,405;688,8029785
248;791336,1852;5923646,334;689,2869873;791341,473;5923663,44;684,3029785
249;791336,1852;5923646,334;689,2869873;791342,7992;5923669,405;688,8029785
250;791336,1852;5923646,334;689,2869873;791394,3205;5923675,363;689,8670044
251;791336,1852;5923646,334;689,2869873;791327,8522;5923638,004;681,0570068
252;791336,1852;5923646,334;689,2869873;791342,6379;5923661,518;684,5209961
253;791336,1852;5923646,334;689,2869873;791346,8365;5923681,611;691,9099731
254;791336,1852;5923646,334;689,2869873;791336,8098;5923647,56;686,5189819
255;791336,1852;5923646,334;689,2869873;791342,8921;5923672,858;689,4650269
256;791336,8098;5923647,56;686,5189819;791341,473;5923663,44;684,3029785
257;791336,8098;5923647,56;686,5189819;791342,7992;5923669,405;688,8029785
258;791336,8098;5923647,56;686,5189819;791394,3205;5923675,363;689,8670044
259;791336,8098;5923647,56;686,5189819;791327,8522;5923638,004;681,0570068
260;791336,8098;5923647,56;686,5189819;791342,6379;5923661,518;684,5209961
261;791336,8098;5923647,56;686,5189819;791346,8365;5923681,611;691,9099731
262;791336,8098;5923647,56;686,5189819;791336,1852;5923646,334;689,2869873
263;791336,8098;5923647,56;686,5189819;791342,8921;5923672,858;689,4650269
264;791327,8522;5923638,004;681,0570068;791336,8098;5923647,56;686,5189819
265;791327,8522;5923638,004;681,0570068;791342,7992;5923669,405;688,8029785
266;791327,8522;5923638,004;681,0570068;791394,3205;5923675,363;689,8670044
267;791327,8522;5923638,004;681,0570068;791336,1852;5923646,334;689,2869873
268;791327,8522;5923638,004;681,0570068;791342,8921;5923672,858;689,4650269
269;791327,8522;5923638,004;681,0570068;791342,6379;5923661,518;684,5209961
270;791327,8522;5923638,004;681,0570068;791341,473;5923663,44;684,3029785
271;791327,8522;5923638,004;681,0570068;791327,8491;5923632,578;677,4379883
272;791327,8491;5923632,578;677,4379883;791342,6379;5923661,518;684,5209961
273;791327,8491;5923632,578;677,4379883;791310,774;5923608,282;676,7890015
274;791327,8491;5923632,578;677,4379883;791336,1852;5923646,334;689,2869873
275;791327,8491;5923632,578;677,4379883;791336,8098;5923647,56;686,5189819
276;791327,8491;5923632,578;677,4379883;791327,8522;5923638,004;681,0570068
277;791327,8491;5923632,578;677,4379883;791394,3205;5923675,363;689,8670044
278;791327,8491;5923632,578;677,4379883;791342,7992;5923669,405;688,8029785
279;791327,8491;5923632,578;677,4379883;791341,473;5923663,44;684,3029785
280;791310,774;5923608,282;676,7890015;791308,7312;5923603,498;675,0780029
281;791310,774;5923608,282;676,7890015;791304,9448;5923597,196;677,2150269
282;791310,774;5923608,282;676,7890015;791292,8537;5923632,787;694,9530029
283;791310,774;5923608,282;676,7890015;791295,2007;5923585,619;675,8770142
284;791310,774;5923608,282;676,7890015;791300,9336;5923592,16;673,9429932
285;791310,774;5923608,282;676,7890015;791297,8728;5923588,027;672,7039795
286;791310,774;5923608,282;676,7890015;791327,8491;5923632,578;677,4379883
287;791310,774;5923608,282;676,7890015;791296,4086;5923587,598;670,7930298
288;791308,7312;5923603,498;675,0780029;791327,8491;5923632,578;677,4379883
289;791308,7312;5923603,498;675,0780029;791296,4086;5923587,598;670,7930298
290;791308,7312;5923603,498;675,0780029;791295,2007;5923585,619;675,8770142
291;791308,7312;5923603,498;675,0780029;791310,774;5923608,282;676,7890015
292;791308,7312;5923603,498;675,0780029;791292,8537;5923632,787;694,9530029
293;791308,7312;5923603,498;675,0780029;791300,9336;5923592,16;673,9429932
294;791308,7312;5923603,498;675,0780029;791304,9448;5923597,196;677,2150269
295;791308,7312;5923603,498;675,0780029;791297,8728;5923588,027;672,7039795
296;791304,9448;5923597,196;677,2150269;791297,8728;5923588,027;672,7039795
297;791304,9448;5923597,196;677,2150269;791308,7312;5923603,498;675,0780029
298;791304,9448;5923597,196;677,2150269;791327,8491;5923632,578;677,4379883
299;791304,9448;5923597,196;677,2150269;791292,8537;5923632,787;694,9530029
300;791304,9448;5923597,196;677,2150269;791300,9336;5923592,16;673,9429932
301;791304,9448;5923597,196;677,2150269;791295,2007;5923585,619;675,8770142
302;791304,9448;5923597,196;677,2150269;791310,774;5923608,282;676,7890015
303;791304,9448;5923597,196;677,2150269;791296,4086;5923587,598;670,7930298
304;791300,9336;5923592,16;673,9429932;791310,774;5923608,282;676,7890015
305;791300,9336;5923592,16;673,9429932;791304,9448;5923597,196;677,2150269
306;791300,9336;5923592,16;673,9429932;791327,8491;5923632,578;677,4379883
307;791300,9336;5923592,16;673,9429932;791296,4086;5923587,598;670,7930298
308;791300,9336;5923592,16;673,9429932;791308,7312;5923603,498;675,0780029
309;791300,9336;5923592,16;673,9429932;791295,2007;5923585,619;675,8770142
310;791300,9336;5923592,16;673,9429932;791297,8728;5923588,027;672,7039795
311;791300,9336;5923592,16;673,9429932;791276,4896;5923604,816;691,0780029
312;791297,8728;5923588,027;672,7039795;791304,9448;5923597,196;677,2150269
313;791297,8728;5923588,027;672,7039795;791300,9336;5923592,16;673,9429932
314;791297,8728;5923588,027;672,7039795;791327,8491;5923632,578;677,4379883
315;791297,8728;5923588,027;672,7039795;791308,7312;5923603,498;675,0780029
316;791297,8728;5923588,027;672,7039795;791310,774;5923608,282;676,7890015
317;791297,8728;5923588,027;672,7039795;791295,2007;5923585,619;675,8770142
318;791297,8728;5923588,027;672,7039795;791296,4086;5923587,598;670,7930298
319;791297,8728;5923588,027;672,7039795;791276,4896;5923604,816;691,0780029
320;791296,4086;5923587,598;670,7930298;791304,9448;5923597,196;677,2150269
321;791296,4086;5923587,598;670,7930298;791300,9336;5923592,16;673,9429932
322;791296,4086;5923587,598;670,7930298;791327,8491;5923632,578;677,4379883
323;791296,4086;5923587,598;670,7930298;791308,7312;5923603,498;675,0780029
324;791296,4086;5923587,598;670,7930298;791310,774;5923608,282;676,7890015
325;791296,4086;5923587,598;670,7930298;791297,8728;5923588,027;672,7039795
326;791296,4086;5923587,598;670,7930298;791295,2007;5923585,619;675,8770142
327;791296,4086;5923587,598;670,7930298;791276,4896;5923604,816;691,0780029
328;791295,2007;5923585,619;675,8770142;791308,7312;5923603,498;675,0780029
329;791295,2007;5923585,619;675,8770142;791300,9336;5923592,16;673,9429932
330;791295,2007;5923585,619;675,8770142;791327,8491;5923632,578;677,4379883
331;791295,2007;5923585,619;675,8770142;791310,774;5923608,282;676,7890015
332;791295,2007;5923585,619;675,8770142;791304,9448;5923597,196;677,2150269
333;791295,2007;5923585,619;675,8770142;791297,8728;5923588,027;672,7039795
334;791295,2007;5923585,619;675,8770142;791296,4086;5923587,598;670,7930298
335;791295,2007;5923585,619;675,8770142;791276,4896;5923604,816;691,0780029
336;791394,7521;5923684,333;690,6660156;791346,8365;5923681,611;691,9099731
337;791394,7521;5923684,333;690,6660156;791394,3205;5923675,363;689,8670044
338;791394,7521;5923684,333;690,6660156;791395,958;5923682,248;687,7269897
339;791394,7521;5923684,333;690,6660156;791396,5058;5923681,673;688,6879883
340;791394,7521;5923684,333;690,6660156;791295,2007;5923585,619;675,8770142
341;791394,7521;5923684,333;690,6660156;791342,8921;5923672,858;689,4650269
342;791394,7521;5923684,333;690,6660156;791404,5821;5923688,554;691,5189819
343;791394,7521;5923684,333;690,6660156;791401,866;5923683,266;691,0739746
344;791396,5058;5923681,673;688,6879883;791342,8921;5923672,858;689,4650269
345;791396,5058;5923681,673;688,6879883;791394,3205;5923675,363;689,8670044
346;791396,5058;5923681,673;688,6879883;791395,958;5923682,248;687,7269897
347;791396,5058;5923681,673;688,6879883;791394,7521;5923684,333;690,6660156
348;791396,5058;5923681,673;688,6879883;791295,2007;5923585,619;675,8770142
349;791396,5058;5923681,673;688,6879883;791346,8365;5923681,611;691,9099731
350;791396,5058;5923681,673;688,6879883;791404,5821;5923688,554;691,5189819
351;791396,5058;5923681,673;688,6879883;791401,866;5923683,266;691,0739746
352;791395,958;5923682,248;687,7269897;791342,8921;5923672,858;689,4650269
353;791395,958;5923682,248;687,7269897;791394,3205;5923675,363;689,8670044
354;791395,958;5923682,248;687,7269897;791396,5058;5923681,673;688,6879883
355;791395,958;5923682,248;687,7269897;791394,7521;5923684,333;690,6660156
356;791395,958;5923682,248;687,7269897;791295,2007;5923585,619;675,8770142
357;791395,958;5923682,248;687,7269897;791346,8365;5923681,611;691,9099731
358;791395,958;5923682,248;687,7269897;791404,5821;5923688,554;691,5189819
359;791395,958;5923682,248;687,7269897;791401,866;5923683,266;691,0739746
360;791404,5821;5923688,554;691,5189819;791346,8365;5923681,611;691,9099731
361;791404,5821;5923688,554;691,5189819;791342,8921;5923672,858;689,4650269
362;791404,5821;5923688,554;691,5189819;791396,5058;5923681,673;688,6879883
363;791404,5821;5923688,554;691,5189819;791394,7521;5923684,333;690,6660156
364;791404,5821;5923688,554;691,5189819;791295,2007;5923585,619;675,8770142
365;791404,5821;5923688,554;691,5189819;791394,3205;5923675,363;689,8670044
366;791404,5821;5923688,554;691,5189819;791395,958;5923682,248;687,7269897
